Num_Acc,catr,voie,v1,v2,circ,nbv,vosp,prof,pr,pr1,plan,lartpc,larrout,surf,infra,situ,vma
201900045662,4,ABBAYE (RUE DE L'),0,,1,1,2,1,0,0,1,,,1,0,1,30
201900045663,4,ESTEREL (ALLEE DE L'),0,,2,2,0,1,0,0,1,,,1,0,1,50
201900045664,4,AUGUSTE MOUNIE (RUE),0,,1,2,0,1,0,0,1,,,1,0,2,30
201900045665,3,920,0,,3,4,0,1,0,0,1,,,1,0,1,50
201900045666,3,920,0,,2,3,0,1,0,0,1,,,1,0,1,50
201900045667,3,67,0,A,3,2,0,1,0,0,1,,,1,0,1,50
201900045668,3,22,0,,2,2,0,2,10,500,3,,,1,0,1,80
201900045669,2,1,,,2,2,0,1,5,650,1,,,1,0,1,30
201900045670,3,47,0,,2,2,0,3,NaN,NaN,4,,,2,0,3,80
201900045671,3,151,0,D,2,2,0,2,NaN,NaN,2,,,1,0,1,80
201900045672,4,,,,2,2,0,1,NaN,NaN,2,,,2,0,3,NaN
201900045673,3,961,0,,2,2,0,3,NaN,NaN,1,,,1,0,1,70
201900045674,3,18,0,,2,2,0,1,23,600,1,,,1,0,1,80
201900045675,4,,,,2,2,0,2,NaN,NaN,3,,,1,0,8,50
201900045676,3,248,,,2,2,0,1,9,350,1,,,1,0,1,80
201900045677,3,656,0,,2,2,0,1,1,926,1,,,1,0,1,80
201900045678,3,287,,,2,2,0,2,8,900,3,,,1,0,1,50
201900045679,4,,,,2,2,0,1,NaN,NaN,1,,,1,0,1,80
201900045680,3,80,0,,2,2,0,1,24,360,1,,,1,0,1,50
201900045681,3,244,,,2,2,0,1,8,700,3,,,1,0,3,50
201900045682,3,130,,D,2,2,0,1,16,0,1,,,1,0,3,50
201900045683,3,914,,D,2,2,0,2,24,36,2,,,1,0,3,50
201900045684,3,13,,,NaN,2,0,1,31,300,2,,,1,0,3,80
201900045685,3,100,0,,2,2,0,1,32,0,1,,,1,0,1,80
201900045686,3,11,0,,2,2,0,1,64,600,1,,,1,0,1,80
201900045687,3,81,,,2,2,0,2,NaN,NaN,1,,,1,0,8,50
201900045688,3,84,,,2,2,0,2,7,50,3,,,1,0,1,80
201900045689,3,6089,0,,2,2,0,2,118,350,1,,,1,0,1,80
201900045690,3,360,,,2,2,0,1,NaN,NaN,1,,,1,0,1,50
201900045691,2,4,,N,2,2,0,1,89,500,3,,,1,3,1,80
201900045692,3,982,,,2,2,0,1,NaN,NaN,1,,,1,0,1,50
201900045693,2,4,0,,2,2,0,2,79,900,1,,,1,0,1,80
201900045694,2,40,,,2,2,0,2,33,900,1,,,1,0,1,80
201900045695,6,,,,NaN,NaN,0,1,NaN,NaN,1,,,1,9,8,NaN
201900045696,3,66,0,,NaN,2,0,1,30,740,1,,,1,0,1,50
201900045697,3,1083,0,A,2,2,0,1,33,90,2,,,2,0,1,70
201900045698,3,77,0,D,2,2,0,2,41,600,1,,,1,0,1,50
201900045699,3,532,0,,2,2,0,1,9,145,1,,,1,0,1,80
201900045700,3,1,,,2,2,0,1,8,20,1,,,1,0,3,80
201900045701,3,3,,,2,2,0,1,51,390,1,,,1,0,1,50
201900045702,3,6089,,,1,1,0,1,78,232,2,,,1,5,1,70
201900045703,3,17,0,D,2,2,0,1,6,600,1,,,1,0,1,70
201900045704,4,JEAN BRUNET (RUE),0,,2,3,0,1,0,0,1,,,1,0,1,50
201900045705,2,147,0,,3,4,0,1,54,0,1,,,1,0,1,110
201900045706,4,QUINCAY (RUE DE),0,,2,2,0,1,0,0,1,,,2,0,1,50
201900045707,4,GIBAUDERIE (RUE DE LA),0,,2,2,0,1,0,0,1,,,1,0,1,50
201900045708,3,910,0,,NaN,4,0,3,56,69,1,,,2,0,1,50
201900045709,4,8 MAI 1945 (AVENUE DU),0,,1,1,0,1,0,0,2,,,1,0,1,50
201900045710,4,RASSETEAU (RUE AIME),0,,2,2,0,1,0,0,1,,,1,5,1,50
201900045711,4, RUE DES DEUX PHARES,0,,1,1,0,2,0,0,1,,,1,0,1,50
201900045712,3,160,0,,NaN,0,0,1,88,906,1,,,1,0,3,50
201900045713,4,PR DU PRESIDENT JF KENNEDY,0,,2,2,0,1,0,0,1,,,1,0,1,50
201900045714,9,Bande Cyclable Départementale,0,,2,1,1,1,0,0,1,,,1,9,1,25
201900045715,3,42,0,,2,0,0,1,1,900,1,,,1,0,3,80
201900045716,6,LIBERATION (PLACE DE LA),0,,1,1,3,1,0,0,1,,,1,9,2,50
201900045717,3,2,0,,2,2,0,1,1,0,1,,,1,0,1,70
201900045718,3,900,0,,2,2,0,1,1,0,1,,,1,0,1,80
201900045719,4,TROIS FAUCONS (rue des),0,,4,0,3,1,NaN,NaN,1,,,1,6,1,20
201900045720,4,ARBAUD (RUE JOSEPH D'),0,,2,2,1,2,0,1,1,,,1,0,1,30
201900045721,4,LIMBERT (Boulevard),0,,2,NaN,1,1,0,1,1,,,1,0,1,50
201900045722,4,ROBESPIERRE (BD),0,,NaN,2,0,1,1,0,1,,,1,5,1,50
201900045723,4,CLEMENCEAU (BD GEORGES),0,,2,3,0,1,0,0,1,,,1,0,1,50
201900045724,9,ARMARIS (BD DES),0,,2,4,0,1,1,0,1,,,1,0,1,30
201900045725,3,N8,0,,2,2,0,1,20,500,3,,,1,0,1,70
201900045726,3,46,0,,2,2,0,2,1,0,3,,,1,0,1,50
201900045727,4,RAMEAU (RUE JP),0,,2,2,2,1,0,0,3,,,1,9,1,50
201900045728,4,UNIVERSITE (AVE DE L'),0,,2,2,0,1,0,0,1,,,1,0,1,50
201900045729,4,STRASBOURG (BD DE ),0,,2,6,3,1,0,0,1,,,1,0,1,50
201900045730,4,Av de la République,0,,3,4,0,1,0,0,1,,,1,0,1,50
201900045731,4,BRIAND (AVE ARISTIDE DE 1 A 1219,0,,2,2,0,1,0,0,1,,,1,0,1,30
201900045732,4,REPUBLIQUE (RUE DE LA),0,,2,1,0,1,NaN,NaN,1,,,1,0,2,50
201900045733,4,LEBON (AVE PHILIPPE),0,,1,2,0,1,0,0,1,,,1,0,1,50
201900045734,4,MERLE (BD TOUSSAINT),0,,2,2,0,1,0,0,1,,,1,0,1,30
201900045735,4,GIOVANNINI (CORNICHE PHILIPPE),0,,2,2,0,1,0,0,2,,,1,0,1,50
201900045736,3,559,0,,3,4,0,1,29,450,1,,,1,0,1,50
201900045737,4,PIERRE PUGET (BD),0,,2,2,0,2,0,0,1,,,1,0,1,50
201900045738,4,MER (AVENUE DE LA) ,0,,2,2,0,1,0,0,1,,,1,0,1,50
201900045739,3,559,0,,1,2,0,1,41,150,1,,,1,0,1,50
201900045740,3,559,0,,2,2,0,1,39,750,1,,,1,9,1,50
201900045741,3,559,0,,1,1,0,1,0,0,1,,,1,0,1,50
201900045742,3,8,0,,2,2,0,1,2,200,1,,,1,5,1,80
201900045743,4,GARNOUILLAC VC 79 (CHEMIN DE),0,,2,2,0,1,0,0,2,,,1,0,1,50
201900045744,9,MALROUX (BD AUGUSTIN),0,,2,2,0,1,0,50,1,,,1,0,1,50
201900045745,3,3,0,,1,1,0,1,31,0,2,,,1,5,1,50
201900045746,4,PALAIS (ET PL DU),0,,1,1,0,1,1,0,1,,,1,0,1,50
201900045747,4,GAILLAGUES (CHEM DE),0,,2,2,0,4,1,0,3,,,1,0,1,50
201900045748,4,QUATORZE JUILLET 1789 (AVENUE DU),0,,2,4,0,1,0,0,1,,,1,0,1,50
201900045749,4,BATONNIER MAHIU (RUE DU),0,,2,2,0,1,0,0,1,,,1,0,1,50
201900045750,4,VIGNACOURT (RUE DE),0,,2,2,0,2,0,0,1,,,2,0,1,50
201900045751,4,JULES BARNI (RUE),0,,2,2,0,2,0,0,1,,,1,0,1,50
201900045752,4,BAPAUME (BOULEVARD DE),0,,2,3,0,1,0,0,1,,,1,0,1,50
201900045753,4,ABBEVILLE (RUE D'),0,,2,2,0,1,0,0,1,,,2,0,1,50
201900045754,3,934,0,,3,4,0,4,39,NaN,1,,,1,0,1,90
201900045755,4,JULES VERNE (BOULEVARD),0,,1,2,0,1,0,0,1,,,1,0,1,50
201900045756,4,LOUIS PASTEUR (AVENUE),0,,2,2,0,1,0,0,1,,,1,0,1,50
201900045757,4,QUATORZE JUILLET 1789 (AVENUE DU),0,,3,2,0,1,0,0,1,,,1,0,1,50
201900045758,4,PROMENADE DU SOUVENIR,0,,2,2,0,1,0,0,1,,,1,0,1,50
201900045759,4,PAIX (AVENUE DE LA),0,,2,2,0,1,0,0,1,,,1,0,1,50
201900045760,4,CHEVALIER LA BARRE (du),0,,1,1,0,1,0,0,1,,,1,0,1,50
201900045761,4,PRESIDENT VINCENT AURIOL (du),0,,2,1,0,1,1,855,1,,,1,6,1,50
201900045762,4,HOCQUET (d'),0,,1,1,0,1,0,0,2,,,2,0,1,50
201900045763,3,759,0,,2,3,NaN,1,14,398,1,,110,1,5,1,50
201900045764,4,33 avenue Henri Barbusse,0,,2,2,0,2,0,0,1,,60,1,0,1,50
201900045765,4,Rue de Telouze,0,,2,2,0,1,0,0,1,,,1,0,1,50
201900045766,3,648,0,,3,4,0,1,2,230,1,30,150,2,1,1,50
201900045767,4,9 rue Jean-Baptiste Berlier,0,,2,2,0,1,0,0,4,,56,1,0,1,50
201900045768,4,SAUT DU LOUP (AVENUE DU),0,,NaN,2,0,1,0,0,1,,,1,0,3,30
201900045769,4,PIERRE JOSEPH PROUDHON (RUE),0,,2,2,0,1,1,0,1,,,1,0,1,50
201900045770,3,308,0,,2,2,0,2,4,950,1,,,1,0,3,50
201900045771,3,308,0,,1,2,0,1,3,60,4,,,1,5,3,50
201900045772,3,202,0,,2,2,0,1,3,250,3,,,1,0,1,70
201900045773,4,VERGERS (RUE DES),0,,NaN,2,0,1,0,0,2,,,1,0,3,50
201900045774,4,LAURENT (AVENUE MARC),0,,2,2,0,1,0,0,1,,,1,0,1,50
201900045775,3,154,0,,2,2,0,2,10,260,1,,,1,2,3,50
201900045776,3,983,0,,3,4,0,2,22,268,1,,,1,0,2,50
201900045777,4,MARTYRS DE LA RESISTANCE (QUAI DES),0,,2,1,0,1,0,0,1,,,1,6,1,30
201900045778,4,CASTILLE AV BLANCHE DE,0,,2,2,0,1,16,784,1,,,1,0,3,50
201900045779,4,CHANTELOUP (RUE DE),0,,2,2,0,2,0,0,2,,,2,0,3,50
201900045780,4,SAINT BARTHELEMY RUE,0,,1,1,0,1,0,0,1,,,1,0,1,50
201900045781,4,LECLERC (RUE DU MARECHAL),0,,1,1,0,1,0,0,3,,,1,0,1,30
201900045782,2,4,0,,3,4,0,1,4,500,1,,,2,0,1,90
201900045783,4,MAURICE CHEVALIER (AVENUE),0,,2,1,0,1,0,0,3,,,1,0,1,30
201900045784,3,128,0,,3,4,0,1,0,116,1,,,1,5,1,50
201900045785,3,607,0,,2,2,0,1,41,501,1,,,1,9,1,70
201900045786,3,210,0,,2,2,0,1,14,500,1,,,1,0,1,80
201900045787,3,605,0,,2,2,0,2,48,799,1,,,1,2,1,50
201900045788,4,MURILLO (RUE BARTOLOME),0,,2,2,0,1,0,0,1,,,1,0,1,50
201900045789,4,SOMMEVILLE(RUE),0,,1,1,0,1,0,0,3,,,2,0,2,30
201900045790,3,51,0,,2,2,0,1,2,0,3,,,1,0,1,70
201900045791,3,228,0,,2,2,0,2,4,286,1,,,1,0,1,80
201900045792,3,603,0,,3,4,0,1,21,685,1,,,1,5,1,15
201900045793,3,35,0,,3,3,NaN,1,4,315,1,,,1,0,1,50
201900045794,3,231,0,,2,2,0,1,53,658,1,,,2,5,1,50
201900045795,3,5,0,,2,2,0,1,18,50,1,,,2,5,1,50
201900045796,3,934,0,,2,2,0,1,6,120,1,,,1,0,1,80
201900045797,4,LECANUET. RUE JEAN,0,,2,2,0,1,0,0,1,,,1,0,1,50
201900045798,3,840,0,,2,2,0,1,9,400,1,,,1,0,1,50
201900045799,2,338,0,,1,2,0,1,5,699,1,,,1,0,1,90
201900045800,3,51,0,,2,3,0,1,18,400,1,,,1,0,1,50
201900045801,2,28,0,,1,2,0,2,3,799,2,,,2,0,1,90
201900045802,4,LECANUET. RUE JEAN,0,,2,2,0,1,0,0,1,,,1,0,1,30
201900045803,4,CANADIENS. AVENUE DES,0,,2,2,0,1,0,0,1,,,1,0,1,50
201900045804,4,EGLISE. RUE DE L',0,,2,2,0,1,0,0,1,,,1,0,1,50
201900045805,4,SAINT SEVER. RUE,0,,3,2,0,1,0,0,1,,,1,0,1,50
201900045806,3,6015,0,,3,4,0,1,13,600,1,,,1,0,1,50
201900045807,4,SAONE (QUAI DE LA),0,,2,2,1,1,0,0,1,,,1,6,1,20
201900045808,4,DEMIDOFF (RUE),0,,2,2,0,1,0,0,1,,,1,0,1,50
201900045809,3,6382,0,,3,4,0,1,10,0,1,,,1,0,1,50
201900045810,3,52,0,,2,2,0,1,5,400,1,,,1,0,1,70
201900045811,3,982,0,,3,5,0,1,70,1900,2,,,1,0,1,50
201900045812,4,PAUL BERT (AVENUE).,0,,NaN,2,0,1,0,0,2,,,1,0,1,50
201900045813,4,REPUBLIQUE (COURS DE LA),0,,2,4,0,1,0,0,1,,,1,0,1,50
201900045814,3,32,0,,2,4,1,1,8,800,1,,,1,0,1,50
201900045815,4,GUSTAVE BRINDEAU (RUE),0,,2,2,0,1,0,0,1,,,1,0,1,50
201900045816,4,BOIS AU COQ (AVENUE),0,,3,2,2,1,0,0,1,,,1,0,1,50
201900045817,3,915,0,,2,2,0,1,77,415,1,,,2,0,1,80
201900045818,3,11,0,,2,2,0,2,3,500,1,,,1,0,1,70
201900045819,4,PRE-ROBERT NORD,0,,2,2,0,1,0,0,1,,,1,0,1,50
201900045820,3,1206,0,,2,2,0,1,32,500,1,,,1,0,1,50
201900045821,4,TILLEULS (PLACE DES),0,,1,1,0,1,0,0,2,,,1,0,1,50
201900045822,3,1205,0,,1,1,0,1,2,500,1,,,1,0,1,50
201900045823,4,VERDUN (AVENUE DE),0,,NaN,5,1,1,0,0,1,,,2,0,1,30
201900045824,4,BONNEVILLE (ROUTE DE ),0,,3,2,0,1,0,1,1,,,1,0,1,50
201900045825,4,AMOUREUX (RUE DES),0,,NaN,3,0,1,0,1,1,,,1,6,1,50
201900045826,4,MERMOZ RUE JEAN),0,,2,2,0,4,0,1,1,,,1,5,2,30
201900045827,4,LOVERCHY (CIMETIERE/AVENUE),0,,2,3,0,1,0,0,1,,,1,0,1,50
201900045828,4,CHEVESNES (RUE + QUARTIER),0,,NaN,0,3,1,0,0,1,,,1,6,2,30
201900045829,9,GENEVE (AVENUE DE)(SECTEUR 410),0,,NaN,2,0,1,0,0,1,,,1,0,1,50
201900045830,4,PAIX (RUE DE LA),0,,2,2,0,1,NaN,NaN,1,,,1,0,1,50
201900045831,4,ARLANDAZ (ROUTE DE L'),0,,2,2,0,1,NaN,NaN,1,,,1,0,1,30
201900045832,3,303,0,,2,2,1,1,0,0,1,,,1,0,1,50
201900045833,3,300,0,,2,2,0,1,0,0,1,,,1,0,1,70
201900045834,4,BONNETABLE (RTE) N° IMP,0,,2,4,2,1,0,0,1,,,1,0,1,50
201900045835,4,NATIONALE (RUE),0,,1,1,0,1,0,0,1,,,1,0,1,50
201900045836,4,BOLLEE (AV) N° IMP 65 A 199,0,,3,4,2,1,0,0,1,,,2,0,1,50
201900045837,3,23,0,,2,2,0,1,0,0,1,,,1,0,1,50
201900045838,4,ANATOLE FRANCE (BD ),0,,2,2,2,1,0,0,1,,,2,0,1,50
201900045839,4,FOUCAUDIERE (PONT DE LA),0,,NaN,2,2,1,0,0,1,,,2,2,1,50
201900045840,4,ESTIENNE D'ORVES (BD D'),0,,3,5,0,1,0,0,1,,,1,0,1,70
201900045841,4,RAPHAEL (ALLEE),0,,2,0,0,1,0,0,1,,,1,0,1,50
201900045842,4,HENRI BARBUSSE (RUE),0,,2,2,0,1,1,0,2,,,2,0,1,50
201900045843,4,LAMARTINE (RUE),0,,1,1,0,1,1,0,1,,,1,0,1,50
201900045844,4,HENRI BARBUSSE (RUE),0,,2,2,0,1,0,0,1,,,1,0,1,50
201900045845,4,BIGONNET (RUE),0,,1,2,2,2,0,0,1,,,1,0,1,50
201900045846,4,CHARLES DE GAULLE (AV),0,,2,1,1,1,0,0,1,,,1,0,1,50
201900045847,9,LACRETELLE (RUE),0,,1,1,0,4,0,0,1,,,1,0,1,50
201900045848,4,SANCE (RUE DE),0,,2,2,0,2,0,0,1,,,1,0,1,50
201900045849,4,QUAI DE BERCY,0,,1,3,0,1,0,0,1,,,1,0,1,50
201900045850,4,RUE LEON JOUHAUX,0,,1,1,0,1,0,0,1,,,1,0,1,50
201900045851,4,RUE DU COLISEE,0,,1,1,0,1,0,0,1,,,1,0,1,50
201900045852,4,HENRI JANIN (R),0,,1,1,0,1,0,0,1,,,1,0,1,50
201900045853,2,19,0,,3,4,0,1,0,0,1,,,1,9,1,50
201900045854,4,LANDY-PROLONGEE(RUE),0,,NaN,2,0,1,0,0,1,,,1,0,1,50
201900045855,3,37,0,,2,2,0,1,0,0,1,,,1,0,1,50
201900045856,3,115,0,,3,2,0,1,0,0,1,,,1,9,1,50
201900045857,3,115,0,,2,2,0,1,0,0,1,,,1,0,1,50
201900045858,3,44,0,,2,2,0,1,1,0,1,,,1,5,2,30
201900045859,3,3,0,,2,3,0,2,0,0,3,,,1,5,1,50
201900045860,3,7,0,,3,4,0,1,0,0,1,,,1,8,1,70
201900045861,4,CLEMENT JEAN BAPTISTE (RUE),0,,3,4,0,2,1,0,3,,,1,0,1,50
201900045862,4,CHATEAU (RUE DU) 1/125 - 2/136,0,,2,2,0,1,0,0,1,,,1,0,1,50
201900045863,4,,,,2,2,0,1,NaN,NaN,1,,,1,0,1,50
201900045864,3,4,0,I,2,2,0,1,1,830,1,,,1,5,1,80
201900045865,3,61,,,2,2,0,1,2,500,2,,,1,0,3,50
201900045866,6,,,,NaN,0,0,1,NaN,NaN,3,,,1,9,8,NaN
201900045867,4,,0,,2,2,0,1,NaN,NaN,1,,,1,0,1,30
201900045868,3,171,,,2,2,0,1,NaN,NaN,1,,,1,0,1,80
201900045869,3,60,,,2,2,0,1,7,800,2,,,1,0,1,70
201900045870,3,901,0,D,2,2,0,1,38,850,1,,,1,0,1,70
201900045871,3,36,,,2,2,0,3,21,400,3,,,1,0,3,80
201900045872,3,724,0,,2,2,0,1,75,0,1,,,1,0,1,80
201900045873,4,,,,2,2,0,1,NaN,NaN,2,,,1,0,8,70
201900045874,3,126,0,,2,2,0,1,0,0,1,,,1,8,1,70
201900045875,3,208,,,2,2,0,1,7,100,1,,,1,0,1,80
201900045876,3,75,0,,2,2,0,1,10,0,2,,,1,0,3,80
201900045877,3,10,,,2,2,0,4,11,95,2,,,1,0,3,80
201900045878,3,39,,,2,2,0,1,6,62,3,,,1,0,3,80
201900045879,3,206,,,2,2,0,1,2,700,1,,,1,0,1,NaN
201900045880,3,42,,,2,2,0,1,2,100,2,,,1,0,1,50
201900045881,3,81,,,2,2,0,1,13,400,1,,,1,5,1,50
201900045882,3,8,,,2,2,0,2,23,500,2,,,1,0,1,50
201900045883,3,909,0,,2,2,0,2,37,50,2,,,1,0,1,80
201900045884,3,67,,,2,2,0,2,62,500,2,,,1,0,3,80
201900045885,5,,0,,1,1,0,1,NaN,NaN,1,,,1,0,3,30
201900045886,3,1079,0,,2,2,0,1,1,950,1,,,1,0,1,80
201900045887,2,85,,,2,2,0,2,23,800,1,,,1,0,1,80
201900045888,3,26,0,,NaN,2,0,1,NaN,NaN,4,,,1,0,1,80
201900045889,3,2020,0,,2,2,0,1,14,200,1,,,1,0,1,50
201900045890,3,59,,,2,2,0,1,14,500,1,,,1,0,1,80
201900045891,3,39,0,,2,2,0,1,16,400,1,,,1,0,1,80
201900045892,3,303.2,0,S,NaN,2,0,1,NaN,NaN,1,,,1,0,1,50
201900045893,3,47,,,2,2,0,1,5,180,3,,,1,0,1,80
201900045894,4,,,,1,1,0,1,NaN,NaN,2,,,1,0,1,NaN
201900045895,3,708,,,2,2,0,3,NaN,NaN,3,,,1,0,8,80
201900045896,1,63,0,,3,4,0,1,16,350,1,,,1,0,1,130
201900045897,3,30000000000,,E,2,2,0,1,2,600,1,,,1,0,1,80
201900045898,4,,,,2,2,0,1,NaN,NaN,1,,,2,9,1,50
201900045899,3,783,0,D,2,2,0,1,5,700,1,,,1,0,1,50
201900045900,4,,,,1,1,0,1,NaN,NaN,1,,,1,0,8,30
201900045901,4,,,,2,2,0,2,NaN,NaN,1,,,1,9,1,80
201900045902,2,116,,,2,2,0,1,36,61,2,,,1,0,1,80
201900045903,3,14,,,2,2,0,2,NaN,NaN,2,,,9,0,3,80
201900045904,7,,0,,2,2,0,1,NaN,NaN,3,,,1,0,1,50
201900045905,3,559,,,NaN,2,0,2,6,900,2,,,1,0,1,80
201900045906,3,98,0,A,1,2,0,1,59,150,1,,,1,0,1,50
201900045907,3,122,0,,2,2,0,1,0,720,1,,,1,0,1,70
201900045908,3,288,,,2,2,0,1,NaN,NaN,1,,,1,0,1,50
201900045909,3,311,,,2,2,0,1,30,970,1,,,1,0,1,50
201900045910,3,16,,,2,2,0,1,17,300,1,,,1,0,3,80
201900045911,3,62,0,,2,2,0,1,4,523,1,,,1,5,1,90
201900045912,3,7,0,D,2,2,0,1,34,1653,1,,,1,5,1,80
201900045913,3,341,0,,2,2,0,2,1,385,1,,,1,0,1,80
201900045914,3,138,,,2,2,0,1,NaN,NaN,1,,,1,0,3,NaN
201900045915,1,50,0,,3,3,0,1,9,0,1,,,1,0,1,90
201900045916,1,630,0,,3,6,0,1,16,0,1,,,1,0,1,90
201900045917,1,104,0,,3,4,0,1,10,199,1,,,1,0,1,90
201900045918,1,86,0,EXT,1,2,0,1,30,450,1,,,1,1,1,90
201900045919,1,4,0,,3,3,0,1,22,100,1,,,1,0,1,110
201900045920,1,86,0,EXT,3,8,0,1,37,200,1,,,1,0,1,90
201900045921,3,912,0,,2,2,0,1,31,65,1,,,1,5,1,50
201900045922,2,201,0,,3,8,0,1,0,750,3,,,1,0,1,90
201900045923,4,LOUISE MICHEL (RUE),0,,2,NaN,0,1,0,0,1,,,1,0,1,50
201900045924,3,650,0,,1,3,2,1,21,640,1,,,1,0,5,30
201900045925,3,650,0,,1,3,2,1,21,234,1,,,1,0,1,50
201900045926,3,41,0,,2,2,0,1,0,0,1,,,1,0,1,50
201900045927,3,20,0,B,2,2,2,2,0,0,1,,,1,0,2,50
201900045928,3,902,0,,2,2,0,2,1,0,1,,,2,0,1,50
201900045929,3,902,0,,2,2,0,1,1,0,1,,,1,0,1,50
201900045930,3,920,0,,2,4,3,1,0,0,1,,,1,0,1,50
201900045931,3,906,0,,2,2,0,1,0,0,1,,,1,6,1,50
201900045932,4,GINOUX AVENUE HENRI AUTRES N°,0,,1,1,0,1,0,1,1,,,2,0,1,50
201900045933,3,906,0,,2,2,0,1,0,0,1,,,2,0,1,50
201900045934,3,906,0,,3,4,0,1,0,1,1,,,1,0,1,50
201900045935,4,MARNE AVENUE DE LA,0,,2,2,0,1,0,0,1,,,7,0,1,50
201900045936,4,JAURES PLACE JEAN,0,,1,1,0,1,0,1,2,,,1,8,1,50
201900045937,4,TIMBAUD RUE JEAN-PIERRE N° PAIRS,0,,2,2,0,1,0,1,1,,,2,0,1,30
201900045938,4,ORY RUE FRANCOIS,0,,2,1,0,1,0,0,1,,,1,9,1,50
201900045939,4,BASCH RUE VICTOR,0,,2,2,0,1,0,1,1,,,1,0,1,50
201900045940,3,50,0,,2,2,0,1,0,0,1,,,2,0,2,50
201900045941,3,68,0,,2,2,0,2,0,1,1,,,2,0,1,50
201900045942,7,GAMBETTA AVENUE LEON N° PAIRS,0,,2,2,0,1,0,0,1,,,1,0,1,50
201900045943,3,986,0,,2,2,0,1,0,0,1,,,1,0,1,50
201900045944,3,19,0,,3,4,0,1,0,0,1,,,1,0,1,50
201900045945,4,BASSIN N°5 (ROUTE DU),0,,2,2,0,1,0,0,1,,,2,0,1,50
201900045946,3,19,0,,3,4,0,1,0,0,1,,,2,0,1,50
201900045947,4,Général de Gaulle  ( avenue du ),0,,2,2,0,1,0,0,1,,,2,0,1,50
201900045948,1,1,0,,3,12,0,1,11,800,1,,,1,0,1,110
201900045949,4,589,0,,2,2,0,1,1,0,3,,,1,8,1,50
201900045950,4,624,0,,3,5,0,1,NaN,0,1,,,1,5,1,50
201900045951,2,2,0,,2,2,0,2,0,0,4,,,1,9,1,50
201900045952,3,3,0,,2,2,0,1,0,0,4,,,1,9,1,50
201900045953,4,Avenue Laurent Vergès,0,,2,2,0,2,0,0,1,,,1,0,3,50
201900045954,4,RAMBAUD (LEOPOLD),0,,2,2,0,1,0,0,1,,,1,0,1,50
201900045955,4,PITON (ROUTE DU BOIS DE NEFLES),0,,2,1,0,2,0,0,1,,,1,0,1,50
201900045956,3,17,0,,2,1,0,1,0,800,3,,,1,0,1,50
201900045957,3,18,0,,2,1,0,1,3,450,1,,,2,6,1,50
201900045958,4,DIGUE RONJON,0,,2,1,0,1,0,0,1,,,1,0,1,50
201900045959,4,VICTOR AUGAGNEUR                    (QU),0,,1,2,2,1,0,0,1,,,1,0,1,50
201900045960,4,GAMBETTA                            (CO),0,,1,4,0,1,1,0,1,,,1,0,1,50
201900045961,4,GERMAINE TILLION                        ,0,,2,2,0,1,0,0,1,,,1,5,1,50
201900045962,4,DEBOURG                             (AV),0,,NaN,2,0,1,0,0,1,,,1,0,1,50
201900045963,4,ARTILLERIE (DE L')                  (BD),0,,2,2,0,1,1,0,1,,,1,5,1,50
201900045964,7,SERVIENT                            (R ),0,,1,1,0,1,0,0,1,,,1,0,1,50
201900045965,7,LENINE                              (BD),0,,2,2,0,1,1,0,1,,,1,0,1,50
201900045966,4,FRANCIS DE PRESSENSE                (AV),0,,2,4,1,1,1,0,1,,,1,0,1,50
201900045967,3,47,0,,1,1,0,2,1,100,3,,,1,0,1,80
201900045968,4,ARAWAKS (AVENUE DES),0,,2,2,0,1,0,0,1,,,9,0,1,50
201900045969,4,JULES ALARIC (RUE),0,,2,4,0,3,0,1,1,,,1,0,1,50
201900045970,4,JOLIOT CURIE                        (R ),0,,2,2,0,1,0,0,1,,,1,0,1,50
201900045971,4,CAMILLE (DE LA)                     (R ),0,,2,2,0,1,0,1,1,,,1,6,1,50
201900045972,4,MARGNOLLES (DE)                     (R ),0,,2,2,0,1,0,0,1,,,1,0,1,50
201900045973,4,CHATELAIN                           (R ),0,,2,2,0,2,0,0,1,,,1,0,1,50
201900045974,3,25,0,,2,2,0,2,0,0,1,,,1,0,2,50
201900045975,4,JULES FERRY (RUE),0,,2,2,0,1,NaN,NaN,1,,,1,0,1,50
201900045976,3,25,0,,2,2,0,1,0,0,1,,,1,9,1,50
201900045977,4,FRANCOIS MILLET(RUE),0,,2,0,0,1,0,0,1,,,1,0,1,50
201900045978,4,HERONS CENDRES (ALLEE DES),0,,NaN,1,0,1,0,0,3,,,1,0,1,50
201900045979,2,20,0,,3,4,0,1,35,500,1,,,1,0,1,90
201900045980,3,191,0,,2,3,0,2,0,0,1,,,1,5,1,50
201900045981,3,191,0,,2,2,0,2,0,0,1,,,1,0,1,50
201900045982,4,JEAN MOULIN (AVENUE),0,,3,4,0,1,1,0,1,,,1,0,2,50
201900045983,4,POMPIDOU (AVENUE GEORGES),0,,3,6,0,4,0,0,1,,,1,0,1,50
201900045984,3,763,0,,3,2,0,1,48,330,1,,,1,0,1,50
201900045985,4,CAGNY (RUE DE),0,,2,2,0,1,0,0,1,,,1,0,1,50
201900045986,4,Rue Pierre de Coubertin,0,,1,1,2,1,0,0,1,,60,1,9,1,50
201900045987,4,LAVOISIER (AVENUE),0,,1,0,0,1,1,0,1,,,1,0,1,50
